transaction_id,transaction_date,product_id,product_name,product_category,unit_price,quantity,total_sales,store_id,store_location,customer_id,customer_age,customer_gender,payment_method,seasonal_factor,discount_applied,is_weekend,time_of_day
T9811906,2022-06-04 10:38:49.885929,P1630,Fruits,Groceries,11.08,4,46.09,S17,New York,C69193,56,F,Credit Card,1.04,False,True,Morning
T1827040,2022-03-28 13:21:59.535738,P4110,Chair,Home Goods,188.29,4,828.48,S10,Houston,C62171,26,F,Cash,1.1,True,False,Afternoon
T9399643,2022-01-20 14:29:20.028068,P2854,Headphones,Electronics,670.87,1,670.87,S6,Miami,C81618,26,M,Credit Card,1.0,True,False,Afternoon
T8628318,2022-04-03 10:31:35.076525,P2477,Jacket,Clothing,19.61,4,80.01,S9,Chicago,C95010,29,M,Cash,1.02,False,True,Morning
T9584338,2023-06-27 12:45:49.606356,P3619,Milk,Groceries,1.82,4,7.64,S13,Miami,C59886,18,F,Credit Card,1.05,True,False,Afternoon
T6192855,2022-09-17 12:58:03.481965,P8311,Jeans,Clothing,44.99,2,84.58,S10,Los Angeles,C25408,29,M,Cash,0.94,False,True,Afternoon
T9278999,2023-07-24 13:00:47.221973,P4897,Eggs,Groceries,1.17,4,5.34,S7,Miami,C96438,27,M,Credit Card,1.14,False,False,Afternoon
T4483580,2023-09-02 14:09:06.716245,P1801,T-Shirt,Clothing,126.23,1,119.92,S6,Los Angeles,C17217,36,F,Debit Card,0.95,False,True,Afternoon
T3706755,2023-11-29 10:09:25.139295,P5659,Decor,Home Goods,295.57,1,517.25,S20,Miami,C85010,38,F,Debit Card,1.75,True,False,Morning
T2135258,2023-02-21 12:29:40.914779,P8001,Eggs,Groceries,14.04,1,14.74,S18,New York,C48382,53,F,Credit Card,1.05,False,False,Afternoon
T9874251,2022-09-25 11:50:51.437132,P2436,Headphones,Electronics,560.89,1,527.24,S16,Miami,C47642,44,M,Credit Card,0.94,False,True,Morning
T9350710,2023-04-04 17:49:11.600734,P9069,Eggs,Groceries,5.85,5,28.37,S6,Miami,C40503,29,F,Debit Card,0.97,True,False,Afternoon
T7946457,2022-10-13 13:00:23.086326,P1745,Tablet,Electronics,975.65,1,1043.95,S11,Chicago,C83454,26,F,Cash,1.07,False,False,Afternoon
T1102865,2022-07-16 13:00:58.132639,P2865,Eggs,Groceries,4.56,1,4.2,S11,Chicago,C61910,39,M,Debit Card,0.92,False,True,Afternoon
T3277572,2022-07-25 10:53:43.364181,P8888,Headphones,Electronics,1267.36,3,3764.06,S5,Houston,C80381,21,M,Cash,0.99,False,False,Morning
T6293259,2023-10-19 08:03:44.277993,P9779,Jacket,Clothing,186.64,1,199.7,S1,Los Angeles,C85680,53,F,Debit Card,1.07,False,False,Morning
T3784505,2022-08-08 12:41:43.484395,P7382,Eggs,Groceries,1.35,2,2.46,S6,Miami,C25315,46,F,Cash,0.91,True,False,Afternoon
T8581730,2022-04-24 15:51:50.709754,P5958,Eggs,Groceries,10.94,3,32.16,S7,Miami,C49625,30,M,Credit Card,0.98,False,True,Afternoon
T4191222,2022-10-04 15:50:02.322799,P6572,Laptop,Electronics,1378.7,1,1240.83,S16,Miami,C50679,18,F,Debit Card,0.9,False,False,Afternoon
T9763492,2023-11-13 10:25:11.846393,P2897,Smartphone,Electronics,1125.89,3,5438.05,S1,Chicago,C15771,48,F,Debit Card,1.61,True,False,Morning
T4520626,2022-03-01 11:21:15.936177,P6257,T-Shirt,Clothing,34.07,3,91.99,S7,Los Angeles,C47560,33,F,Credit Card,0.9,False,False,Morning
T6877363,2023-01-09 15:49:41.351323,P6218,T-Shirt,Clothing,58.9,2,111.91,S9,Los Angeles,C47128,47,M,Debit Card,0.95,True,False,Afternoon
T1846511,2022-11-07 16:52:14.655497,P2735,Headphones,Electronics,671.0,1,986.37,S13,New York,C21287,19,F,Credit Card,1.47,True,False,Afternoon
T6575607,2022-03-28 10:43:37.022710,P4246,Smartwatch,Electronics,1347.79,1,1401.7,S18,New York,C71039,29,M,Debit Card,1.04,False,False,Morning
T4887183,2022-12-23 11:52:07.645730,P4666,Fruits,Groceries,2.36,3,11.4,S5,Miami,C43823,35,F,Cash,1.61,False,False,Morning
T9030449,2022-08-21 09:02:33.682976,P8556,Dress,Clothing,112.64,3,331.16,S6,Chicago,C55693,35,M,Debit Card,0.98,True,True,Morning
T7936404,2022-05-12 12:32:42.307234,P4908,Smartphone,Electronics,556.22,1,589.59,S20,Los Angeles,C81820,30,M,Credit Card,1.06,False,False,Afternoon
T4962012,2023-07-27 17:24:57.166732,P3835,Laptop,Electronics,1239.48,1,1375.82,S3,Miami,C73783,41,F,Credit Card,1.11,False,False,Afternoon
T2031500,2022-10-25 17:20:09.072180,P2483,Fruits,Groceries,2.43,4,8.85,S7,Los Angeles,C86122,24,M,Cash,0.91,True,False,Afternoon
T8502096,2023-07-10 15:24:28.311510,P4205,Milk,Groceries,11.6,2,22.74,S7,Chicago,C49286,33,F,Debit Card,0.98,False,False,Afternoon
T9563491,2022-01-09 14:58:07.154937,P7622,Cookware,Home Goods,364.54,3,1202.98,S5,Chicago,C18180,36,F,Credit Card,1.1,False,True,Afternoon
T1523193,2023-10-23 16:34:52.234777,P4854,T-Shirt,Clothing,15.16,5,80.35,S14,Miami,C61677,40,F,Debit Card,1.06,False,False,Afternoon
T7044627,2022-02-03 16:25:40.322180,P7835,Sneakers,Clothing,37.85,2,74.94,S5,Chicago,C97826,42,F,Credit Card,0.99,True,False,Afternoon
T3302174,2022-12-25 10:04:24.701999,P7813,Bread,Groceries,11.1,4,70.6,S15,Miami,C65797,23,M,Debit Card,1.59,False,True,Morning
T1124654,2023-10-09 12:47:15.392892,P9161,Jacket,Clothing,117.13,4,459.15,S8,Miami,C45291,19,M,Credit Card,0.98,False,False,Afternoon
T9078781,2022-06-27 11:57:26.808870,P2311,Dress,Clothing,21.19,1,21.83,S5,Miami,C46624,47,M,Credit Card,1.03,False,False,Morning
T1885405,2022-02-23 11:33:42.469038,P6628,Lamp,Home Goods,137.71,1,143.22,S18,New York,C71455,38,F,Credit Card,1.04,False,False,Morning
T5369510,2023-02-21 17:36:27.545821,P2006,Fruits,Groceries,4.75,3,13.68,S16,Miami,C32161,27,F,Debit Card,0.96,True,False,Afternoon
T2289534,2023-06-26 10:55:36.577245,P5552,Eggs,Groceries,12.32,5,49.9,S9,Los Angeles,C90713,50,M,Credit Card,0.81,False,False,Morning
T7203657,2023-11-04 17:56:35.070094,P3873,Lamp,Home Goods,375.89,1,657.81,S9,Los Angeles,C73559,36,F,Credit Card,1.75,False,True,Afternoon
T9320631,2022-03-12 10:09:05.319426,P7765,T-Shirt,Clothing,78.43,1,85.49,S13,Los Angeles,C96594,46,F,Credit Card,1.09,False,True,Morning
T8989846,2023-01-05 12:13:58.129020,P5937,Eggs,Groceries,1.5,3,4.73,S16,Miami,C40626,35,F,Credit Card,1.05,True,False,Afternoon
T6296376,2023-06-26 11:08:33.253088,P9687,Fruits,Groceries,3.28,5,18.86,S2,New York,C79637,55,M,Debit Card,1.15,True,False,Morning
T8736118,2022-03-03 16:39:36.033517,P4961,Bedding,Home Goods,180.78,3,574.88,S19,Los Angeles,C78151,52,F,Credit Card,1.06,False,False,Afternoon
T6897466,2023-05-25 12:20:34.727519,P4594,T-Shirt,Clothing,168.86,1,165.48,S10,Chicago,C35307,32,F,Credit Card,0.98,False,False,Afternoon
T3012881,2022-01-07 09:33:59.650644,P2415,Milk,Groceries,14.14,2,30.83,S20,Los Angeles,C59277,44,F,Debit Card,1.09,False,False,Morning
T5636946,2023-12-24 12:57:31.453285,P7995,Laptop,Electronics,454.67,1,800.22,S11,Chicago,C31229,41,F,Debit Card,1.76,False,True,Afternoon
T8391619,2022-08-11 14:23:27.113076,P2137,Smartphone,Electronics,635.92,1,521.45,S16,Los Angeles,C89993,48,M,Credit Card,0.82,False,False,Afternoon
T5345236,2022-11-03 17:22:04.792452,P2692,Milk,Groceries,3.01,4,16.01,S2,New York,C19229,25,F,Debit Card,1.33,False,False,Afternoon
T6533643,2022-08-13 14:49:42.614197,P7411,Jacket,Clothing,42.54,1,49.77,S19,New York,C77552,41,M,Debit Card,1.17,False,True,Afternoon
T3033459,2022-03-09 17:30:23.189297,P9770,T-Shirt,Clothing,114.92,1,112.62,S12,Chicago,C99369,45,F,Credit Card,0.98,False,False,Afternoon
T4407796,2023-03-05 10:40:41.102752,P3893,Lamp,Home Goods,195.37,3,539.22,S18,New York,C60353,18,F,Debit Card,0.92,False,True,Morning
T4178686,2022-12-14 14:44:33.313059,P3292,T-Shirt,Clothing,131.66,3,588.52,S2,Los Angeles,C13324,23,M,Debit Card,1.49,False,False,Afternoon
T1275453,2022-08-20 13:31:47.085033,P1606,Sneakers,Clothing,134.03,4,541.48,S11,New York,C54265,18,M,Debit Card,1.01,False,True,Afternoon
T3499027,2022-10-30 14:37:45.242756,P4817,Smartphone,Electronics,396.35,1,396.35,S3,New York,C28558,32,F,Credit Card,1.0,False,True,Afternoon
T2632292,2023-11-21 15:47:08.697120,P8474,Smartwatch,Electronics,164.12,2,397.17,S20,Los Angeles,C87469,42,F,Credit Card,1.21,False,False,Afternoon
T7744585,2023-10-01 11:07:34.147532,P6312,Sneakers,Clothing,55.81,2,110.5,S4,Miami,C81550,50,F,Credit Card,0.99,False,True,Morning
T3768343,2022-12-24 13:48:16.353148,P8187,Laptop,Electronics,569.71,1,729.23,S8,Miami,C15334,35,F,Credit Card,1.28,False,True,Afternoon
T4010048,2022-06-06 15:24:09.038821,P2460,Vegetables,Groceries,6.27,2,10.16,S19,Chicago,C64555,51,M,Debit Card,0.81,False,False,Afternoon
T5014011,2022-10-30 08:43:55.455558,P3859,Fruits,Groceries,10.69,2,19.88,S20,New York,C88154,21,F,Credit Card,0.93,False,True,Morning
T9895263,2022-05-23 16:35:55.663169,P2567,T-Shirt,Clothing,111.38,3,324.12,S20,Chicago,C80742,18,M,Debit Card,0.97,True,False,Afternoon
T3680321,2023-03-06 17:49:54.825891,P1706,Bread,Groceries,3.41,2,6.27,S2,Chicago,C47363,34,F,Credit Card,0.92,True,False,Afternoon
T3950904,2023-06-19 11:17:19.239022,P3589,Smartwatch,Electronics,1227.22,2,2012.64,S1,Houston,C77489,38,F,Credit Card,0.82,False,False,Morning
T2847722,2023-05-26 13:46:30.728415,P6343,Sneakers,Clothing,75.3,2,158.13,S8,New York,C41079,34,M,Debit Card,1.05,False,False,Afternoon
T8633480,2022-04-28 13:24:17.263677,P3917,Lamp,Home Goods,246.08,4,895.73,S13,Chicago,C27878,18,M,Credit Card,0.91,False,False,Afternoon
T3290115,2023-08-04 16:40:21.446043,P2820,Headphones,Electronics,1465.78,1,1245.91,S15,Houston,C64817,34,M,Credit Card,0.85,False,False,Afternoon
T4853765,2023-07-24 16:11:04.375329,P2416,Dress,Clothing,126.67,5,734.69,S14,Miami,C74122,21,F,Cash,1.16,False,False,Afternoon
T6491114,2022-04-30 10:38:15.690253,P8114,Tablet,Electronics,1271.78,1,1335.37,S19,Los Angeles,C87564,41,M,Cash,1.05,False,True,Morning
T1564059,2023-06-24 15:26:52.326569,P7974,Lamp,Home Goods,220.53,1,180.83,S17,Houston,C72818,38,F,Cash,0.82,False,True,Afternoon
T7821919,2023-01-11 10:38:29.177276,P4571,Milk,Groceries,7.33,2,13.49,S5,Chicago,C48769,25,F,Credit Card,0.92,False,False,Morning
T1409590,2022-03-05 08:23:13.270199,P8452,Lamp,Home Goods,250.3,3,698.34,S15,Los Angeles,C63131,29,F,Credit Card,0.93,False,True,Morning
T9907365,2023-08-03 09:03:45.056736,P1535,Cookware,Home Goods,357.87,1,375.76,S10,Houston,C45361,24,F,Debit Card,1.05,False,False,Morning
T2861709,2023-07-16 18:36:12.302673,P7274,Milk,Groceries,7.75,3,25.34,S12,Houston,C91151,34,F,Credit Card,1.09,True,True,Evening
T5003592,2022-01-08 17:59:26.885117,P9841,Sneakers,Clothing,145.4,5,756.08,S4,Houston,C86037,44,F,Cash,1.04,False,True,Afternoon
T7254777,2022-05-25 13:48:39.648437,P6656,Bread,Groceries,5.49,3,16.47,S15,Houston,C75726,25,M,Debit Card,1.0,False,False,Afternoon
T2101048,2022-06-14 14:13:39.140722,P4085,Smartwatch,Electronics,1049.63,1,965.66,S15,New York,C20508,40,F,Credit Card,0.92,False,False,Afternoon
T9735688,2022-10-26 12:18:48.728558,P1371,Lamp,Home Goods,61.62,3,170.07,S10,Houston,C99443,29,F,Debit Card,0.92,True,False,Afternoon
T4897818,2023-11-17 19:07:56.556631,P9513,Headphones,Electronics,619.36,2,1498.85,S11,Houston,C85851,27,F,Credit Card,1.21,True,False,Evening
T6142132,2023-12-29 15:31:43.029741,P3813,Vegetables,Groceries,12.79,4,75.21,S9,Los Angeles,C73470,33,F,Credit Card,1.47,False,False,Afternoon
T9981123,2023-07-27 14:49:50.395044,P5673,Bread,Groceries,5.94,4,28.04,S6,Los Angeles,C97340,24,M,Debit Card,1.18,False,False,Afternoon
T6317433,2023-07-07 12:15:39.656775,P6633,Headphones,Electronics,904.34,1,859.12,S5,Chicago,C68776,29,F,Debit Card,0.95,False,False,Afternoon
T8684648,2023-04-06 10:00:28.512756,P6246,Headphones,Electronics,270.09,1,264.69,S5,New York,C81584,23,M,Mobile Pay,0.98,False,False,Morning
T3467651,2022-07-31 15:13:29.279123,P8243,Dress,Clothing,102.67,3,366.53,S11,New York,C72781,54,F,Cash,1.19,False,True,Afternoon
T2551575,2022-10-24 08:17:35.834391,P6347,Smartwatch,Electronics,263.63,1,258.36,S2,Miami,C94058,35,M,Credit Card,0.98,False,False,Morning
T2465941,2022-10-23 11:13:48.965999,P9385,Dress,Clothing,51.21,1,51.72,S13,Los Angeles,C74286,28,F,Credit Card,1.01,False,True,Morning
T6894759,2023-07-13 18:03:23.443169,P6047,Bedding,Home Goods,210.83,4,801.15,S15,Miami,C21481,37,M,Credit Card,0.95,False,False,Evening
T2444148,2023-05-15 17:47:23.944197,P3353,Cookware,Home Goods,158.54,4,665.87,S7,Chicago,C72208,33,F,Mobile Pay,1.05,False,False,Afternoon
T5585697,2022-10-08 17:41:42.574216,P7791,Dress,Clothing,19.06,5,100.06,S6,Miami,C70570,32,F,Debit Card,1.05,True,True,Afternoon
T6066600,2022-03-24 10:29:50.697104,P5979,Bread,Groceries,3.79,4,14.55,S16,Miami,C70745,41,F,Credit Card,0.96,False,False,Morning
T5106228,2023-04-15 10:09:22.077235,P1466,Tablet,Electronics,273.85,3,805.12,S4,Chicago,C74625,42,F,Mobile Pay,0.98,False,True,Morning
T3006281,2022-09-25 13:50:18.240946,P7114,Headphones,Electronics,913.49,1,977.43,S17,Miami,C12299,29,F,Cash,1.07,False,True,Afternoon
T7059317,2023-09-21 14:24:25.824537,P7873,Smartphone,Electronics,304.59,1,316.77,S12,New York,C47992,29,M,Credit Card,1.04,False,False,Afternoon
T6412444,2022-10-18 19:38:11.003469,P6180,Milk,Groceries,8.19,2,17.2,S10,Chicago,C99842,32,M,Debit Card,1.05,False,False,Evening
T9135255,2022-12-06 16:26:47.439740,P7750,Sneakers,Clothing,122.31,2,295.99,S11,Los Angeles,C23424,18,M,Credit Card,1.21,False,False,Afternoon
T9927083,2022-02-12 13:25:22.586188,P2867,Jeans,Clothing,162.09,5,826.66,S14,Houston,C20013,19,F,Credit Card,1.02,False,True,Afternoon
T9776515,2022-08-04 20:06:01.915791,P6604,Smartphone,Electronics,771.33,1,732.76,S6,Chicago,C13769,48,F,Debit Card,0.95,False,False,Evening
T8127046,2022-06-24 09:56:13.206346,P2830,Laptop,Electronics,1104.61,1,983.1,S3,New York,C73472,51,F,Debit Card,0.89,True,False,Morning
T2619061,2023-10-13 10:12:12.819809,P3028,Smartwatch,Electronics,744.36,1,803.91,S20,Los Angeles,C87018,32,F,Cash,1.08,True,False,Morning
T6835728,2023-06-13 14:51:07.460005,P6770,Headphones,Electronics,140.96,2,321.39,S6,Miami,C90341,40,F,Credit Card,1.14,False,False,Afternoon
T2655671,2022-01-11 11:06:26.006845,P4506,Milk,Groceries,7.56,2,16.48,S17,Houston,C58033,38,F,Debit Card,1.09,True,False,Morning
T7838023,2022-12-07 12:28:26.939744,P2848,Milk,Groceries,3.53,3,18.96,S11,New York,C71066,65,F,Credit Card,1.79,False,False,Afternoon
T8666277,2022-09-27 12:31:46.916104,P6111,Eggs,Groceries,8.8,1,8.1,S15,Los Angeles,C82602,46,M,Credit Card,0.92,False,False,Afternoon
T7164643,2023-03-29 14:18:03.194068,P3937,Cookware,Home Goods,110.62,1,119.47,S1,Houston,C98092,33,F,Credit Card,1.08,False,False,Afternoon
T3830705,2023-09-24 17:33:34.375945,P2060,Milk,Groceries,2.67,4,10.47,S12,Los Angeles,C54385,25,M,Credit Card,0.98,False,True,Afternoon
T5579723,2023-04-05 18:23:23.489348,P7557,Fruits,Groceries,2.72,4,11.42,S12,Houston,C97382,18,F,Debit Card,1.05,False,False,Evening
T3258353,2023-08-05 16:31:26.565315,P1486,Jeans,Clothing,157.08,1,133.52,S4,New York,C18942,37,M,Credit Card,0.85,False,True,Afternoon
T2283746,2023-03-04 16:08:08.954673,P9518,Laptop,Electronics,635.69,1,591.19,S16,Houston,C36467,27,M,Credit Card,0.93,False,True,Afternoon
T1530135,2023-03-07 08:49:30.477932,P8051,Sneakers,Clothing,63.41,3,201.64,S4,Houston,C68997,20,M,Credit Card,1.06,False,False,Morning
T7527687,2023-04-05 16:28:49.756496,P8986,T-Shirt,Clothing,33.4,3,108.22,S4,Miami,C98476,28,M,Credit Card,1.08,True,False,Afternoon
T9299539,2022-10-16 11:19:43.895103,P7189,Vegetables,Groceries,8.11,4,32.76,S20,Chicago,C47281,24,M,Credit Card,1.01,True,True,Morning
T2633262,2023-10-07 10:37:31.652333,P8014,Headphones,Electronics,588.43,2,1070.94,S12,Chicago,C63992,51,M,Credit Card,0.91,False,True,Morning
T6115582,2022-11-01 09:48:37.222664,P2875,Bread,Groceries,4.28,3,20.03,S11,Los Angeles,C12583,43,M,Debit Card,1.56,False,False,Morning
T6310229,2022-09-05 13:36:22.496615,P7188,Tablet,Electronics,895.27,3,2551.52,S19,Houston,C52260,34,F,Debit Card,0.95,False,False,Afternoon
T6025126,2022-07-12 17:06:41.305842,P6952,Bread,Groceries,5.7,5,31.92,S14,Los Angeles,C75136,49,M,Debit Card,1.12,False,False,Afternoon
T2542796,2023-01-11 14:39:14.697545,P2552,Lamp,Home Goods,296.37,1,284.52,S19,Chicago,C45830,35,F,Credit Card,0.96,True,False,Afternoon
T6031638,2023-06-27 11:23:15.999308,P8092,Fruits,Groceries,6.98,3,23.45,S18,Chicago,C36224,26,M,Credit Card,1.12,False,False,Morning
T9375247,2022-06-09 14:39:05.090953,P4489,Sneakers,Clothing,48.41,1,50.83,S15,Chicago,C93614,50,M,Debit Card,1.05,False,False,Afternoon
T6037789,2023-02-08 16:59:15.261346,P8133,Milk,Groceries,8.31,3,24.68,S14,Chicago,C18444,40,F,Debit Card,0.99,False,False,Afternoon
T1464798,2023-11-28 16:17:20.910358,P5023,Bread,Groceries,4.59,5,30.75,S10,Houston,C73620,24,M,Debit Card,1.34,False,False,Afternoon
T3952542,2023-08-31 16:27:24.785121,P1691,Milk,Groceries,3.83,3,9.77,S16,New York,C17251,33,F,Cash,0.85,False,False,Afternoon
T2515088,2022-11-03 19:11:15.259172,P7502,Smartwatch,Electronics,517.17,1,915.39,S5,Los Angeles,C24671,26,F,Debit Card,1.77,False,False,Evening
T2514123,2023-09-15 19:11:36.080333,P4900,T-Shirt,Clothing,111.56,5,608.0,S20,New York,C51079,21,M,Credit Card,1.09,False,False,Evening
T4592146,2022-03-06 13:59:16.881863,P5498,Fruits,Groceries,12.28,2,26.77,S15,Houston,C43332,44,M,Cash,1.09,False,True,Afternoon
T3431212,2022-11-27 10:31:59.294656,P6947,T-Shirt,Clothing,73.55,4,435.42,S16,Chicago,C50392,54,M,Credit Card,1.48,False,True,Morning
T7454030,2022-06-22 10:04:24.360692,P6067,Decor,Home Goods,36.71,1,39.65,S12,New York,C80111,21,M,Cash,1.08,False,False,Morning
T4950370,2022-09-08 11:00:34.437686,P5872,Cookware,Home Goods,23.78,4,103.68,S7,Los Angeles,C67520,40,M,Debit Card,1.09,False,False,Morning
T7928341,2022-11-12 12:14:17.298169,P6451,Cookware,Home Goods,398.87,1,498.59,S14,New York,C31016,28,F,Debit Card,1.25,False,True,Afternoon
T1874073,2022-10-27 12:03:16.152054,P4010,Dress,Clothing,92.86,5,487.52,S15,Los Angeles,C10403,30,M,Credit Card,1.05,False,False,Afternoon
T3182597,2023-03-07 14:20:08.702691,P7722,Milk,Groceries,3.21,5,16.69,S11,Houston,C72700,29,F,Cash,1.04,False,False,Afternoon
T7330379,2022-02-10 12:16:27.770123,P4677,Smartwatch,Electronics,1257.48,2,2364.06,S1,New York,C83207,26,M,Debit Card,0.94,False,False,Afternoon
T8195804,2022-12-27 08:45:32.950239,P5262,Milk,Groceries,14.64,2,39.82,S5,New York,C58224,35,M,Credit Card,1.36,False,False,Morning
T9290445,2022-12-02 12:54:48.385239,P2941,Milk,Groceries,11.06,4,73.44,S8,Los Angeles,C34975,26,F,Cash,1.66,False,False,Afternoon
T4176986,2023-06-25 14:18:26.764858,P7853,Fruits,Groceries,2.82,2,5.87,S6,Houston,C29129,37,M,Credit Card,1.04,False,True,Afternoon
T1173144,2023-07-29 13:21:50.536457,P8682,Chair,Home Goods,316.49,3,902.0,S5,Chicago,C62108,34,F,Debit Card,0.95,False,True,Afternoon
T6944195,2023-07-16 16:45:43.948290,P1745,Sneakers,Clothing,53.04,1,54.1,S1,Chicago,C76131,32,F,Debit Card,1.02,True,True,Afternoon
T5366969,2023-05-10 09:39:04.938490,P3783,Jacket,Clothing,139.18,2,303.41,S17,Houston,C54456,25,F,Cash,1.09,False,False,Morning
T9375364,2023-01-28 20:30:19.681735,P5603,Headphones,Electronics,1094.36,1,1039.64,S12,Houston,C47083,29,F,Cash,0.95,False,True,Evening
T3537801,2022-02-15 14:39:54.297878,P8208,Eggs,Groceries,8.24,4,35.6,S2,Los Angeles,C29480,42,F,Credit Card,1.08,False,False,Afternoon
T1684371,2023-09-13 09:48:45.312808,P8233,Tablet,Electronics,464.31,2,919.33,S12,Miami,C73596,40,F,Credit Card,0.99,False,False,Morning
T9535203,2023-04-09 10:19:56.507775,P5469,Laptop,Electronics,273.12,1,256.73,S19,Miami,C37839,25,F,Debit Card,0.94,False,True,Morning
T6513962,2023-05-01 10:33:58.168369,P1425,Bread,Groceries,6.83,1,6.49,S10,New York,C61664,35,M,Credit Card,0.95,False,False,Morning
T8617787,2022-08-06 17:14:00.802592,P5412,Lamp,Home Goods,421.75,1,350.05,S20,New York,C53178,42,F,Mobile Pay,0.83,False,True,Afternoon
T2186553,2023-04-15 17:20:30.678071,P9964,Decor,Home Goods,82.07,1,86.99,S20,Houston,C22130,18,F,Credit Card,1.06,False,True,Afternoon
T3585950,2023-01-15 12:15:03.483970,P2975,Cookware,Home Goods,62.81,2,116.83,S10,Houston,C66670,40,M,Debit Card,0.93,False,True,Afternoon
T7511061,2023-08-30 14:57:14.486004,P8805,Bread,Groceries,6.03,1,6.81,S9,Miami,C88687,28,F,Credit Card,1.13,False,False,Afternoon
T4761958,2022-08-06 16:51:40.257241,P3540,Jeans,Clothing,95.31,4,320.24,S16,Miami,C92517,40,F,Debit Card,0.84,False,True,Afternoon
T6040020,2022-01-06 13:55:54.308608,P5073,Tablet,Electronics,605.45,3,1816.35,S17,Houston,C48729,27,F,Debit Card,1.0,True,False,Afternoon
T2371865,2023-10-06 15:02:12.757575,P9248,Milk,Groceries,6.55,5,32.09,S1,New York,C96714,18,M,Credit Card,0.98,True,False,Afternoon
T8548873,2022-06-28 12:53:34.002351,P5342,T-Shirt,Clothing,92.01,3,256.71,S11,Los Angeles,C37665,18,F,Credit Card,0.93,False,False,Afternoon
T7796309,2023-10-07 14:55:03.547118,P8974,Fruits,Groceries,5.94,1,5.82,S10,Miami,C90837,35,F,Credit Card,0.98,True,True,Afternoon
T4510288,2023-12-11 16:51:02.885677,P8882,Jeans,Clothing,34.0,2,86.36,S5,Los Angeles,C67119,37,F,Cash,1.27,True,False,Afternoon
T3786787,2023-12-28 18:57:40.158471,P3497,Decor,Home Goods,78.15,3,389.19,S15,Houston,C71799,25,M,Credit Card,1.66,True,False,Evening
T2722408,2022-09-15 13:31:32.830325,P8074,Jeans,Clothing,52.25,5,279.54,S14,Houston,C85846,41,M,Debit Card,1.07,False,False,Afternoon
T9185628,2023-11-08 19:33:30.590308,P4799,Eggs,Groceries,1.52,4,9.06,S2,Miami,C12492,18,F,Credit Card,1.49,False,False,Evening
T8318725,2022-03-12 09:29:46.654598,P1340,T-Shirt,Clothing,51.64,4,223.08,S6,Chicago,C35192,34,M,Credit Card,1.08,True,True,Morning
T8859576,2022-08-15 17:14:40.966108,P3148,Sneakers,Clothing,183.18,3,642.96,S10,Houston,C64638,22,F,Cash,1.17,False,False,Afternoon
T4346789,2022-03-10 15:50:40.234129,P3561,Jeans,Clothing,91.03,3,284.01,S20,Houston,C23225,28,M,Debit Card,1.04,True,False,Afternoon
T5375632,2022-11-18 09:28:54.618637,P6849,Cookware,Home Goods,165.75,2,507.19,S6,Los Angeles,C75991,35,M,Credit Card,1.53,False,False,Morning
T6959954,2023-02-14 11:21:27.838900,P1764,Sneakers,Clothing,56.94,5,267.62,S18,Chicago,C29815,26,M,Cash,0.94,False,False,Morning
T2776570,2023-05-25 18:38:22.913632,P2669,Milk,Groceries,13.97,4,59.23,S18,New York,C76493,31,F,Credit Card,1.06,False,False,Evening
T2665880,2023-05-14 11:55:14.718369,P3527,Headphones,Electronics,319.85,1,316.65,S12,Chicago,C28058,45,F,Credit Card,0.99,False,True,Morning
T3873296,2023-04-08 20:34:11.304593,P2396,Tablet,Electronics,1176.91,1,1259.29,S9,Chicago,C64396,29,M,Credit Card,1.07,False,True,Evening
T7935859,2022-12-03 17:42:31.188132,P7706,Bread,Groceries,11.54,5,83.66,S15,Miami,C99417,43,F,Credit Card,1.45,False,True,Afternoon
T3756910,2022-02-16 10:47:15.211910,P8111,Laptop,Electronics,942.57,2,1885.14,S2,Houston,C14861,23,M,Debit Card,1.0,True,False,Morning
T6105693,2022-07-30 12:57:46.503404,P6139,Vegetables,Groceries,14.62,4,56.14,S12,New York,C46671,40,F,Cash,0.96,False,True,Afternoon
T7786479,2023-04-08 12:44:32.298082,P4232,Jeans,Clothing,179.2,5,949.76,S10,New York,C14845,49,F,Debit Card,1.06,False,True,Afternoon
T3684813,2023-07-15 16:46:17.717240,P1383,Bread,Groceries,6.63,5,30.17,S1,Miami,C87660,18,F,Credit Card,0.91,True,True,Afternoon
T3077237,2022-06-11 14:46:27.734803,P1782,Sneakers,Clothing,35.43,1,40.39,S4,Houston,C49054,27,F,Debit Card,1.14,False,True,Afternoon
T9947098,2022-01-22 10:29:48.003037,P4831,Jeans,Clothing,164.0,5,828.2,S12,Chicago,C47294,40,F,Debit Card,1.01,False,True,Morning
T4230541,2023-10-28 16:15:13.958695,P6919,Vegetables,Groceries,10.41,4,41.64,S15,New York,C29209,32,M,Debit Card,1.0,False,True,Afternoon
T9706452,2023-08-15 16:05:11.084768,P7468,Tablet,Electronics,1343.91,1,1317.03,S9,Miami,C75382,38,F,Debit Card,0.98,False,False,Afternoon
T8679146,2022-06-03 17:44:06.696730,P3119,Cookware,Home Goods,371.22,1,322.96,S17,Miami,C25474,28,F,Debit Card,0.87,False,False,Afternoon
T7855503,2022-05-31 12:15:50.714307,P2807,T-Shirt,Clothing,153.1,5,742.53,S4,Chicago,C84942,35,F,Credit Card,0.97,False,False,Afternoon
